173688;20000;A_SUBMITTED;COMPLETE;112;30/09/11; 23:38:44;1
173688;20000;A_PARTLYSUBMITTED;COMPLETE;112;30/09/11; 23:38:44;2
173688;20000;A_PREACCEPTED;COMPLETE;112;30/09/11; 23:39:37;3
173688;20000;A_ACCEPTED;COMPLETE;10862;01/10/11; 10:42:43;6
173688;20000;A_FINALIZED;COMPLETE;10862;01/10/11; 10:45:09;8
173688;20000;A_REGISTERED;COMPLETE;10629;13/10/11; 09:37:29;22
173688;20000;A_APPROVED;COMPLETE;10629;13/10/11; 09:37:29;23
173688;20000;A_ACTIVATED;COMPLETE;10629;13/10/11; 09:37:29;25
173691;5000;A_SUBMITTED;COMPLETE;112;01/10/11; 07:08:58;27
173691;5000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 07:09:02;28
173691;5000;A_PREACCEPTED;COMPLETE;112;01/10/11; 07:09:56;29
173691;5000;A_ACCEPTED;COMPLETE;10862;01/10/11; 13:33:54;34
173691;5000;A_FINALIZED;COMPLETE;10862;01/10/11; 13:35:46;35
173691;5000;A_APPROVED;COMPLETE;10809;10/10/11; 13:17:26;62
173691;5000;A_REGISTERED;COMPLETE;10809;10/10/11; 13:17:26;63
173691;5000;A_ACTIVATED;COMPLETE;10809;10/10/11; 13:17:26;64
173694;7000;A_SUBMITTED;COMPLETE;112;01/10/11; 07:10:30;66
173694;7000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 07:10:30;67
173694;7000;A_PREACCEPTED;COMPLETE;112;01/10/11; 07:11:13;68
173694;7000;A_ACCEPTED;COMPLETE;11201;03/10/11; 12:34:25;77
173694;7000;A_FINALIZED;COMPLETE;11201;03/10/11; 12:40:14;78
173694;7000;A_APPROVED;COMPLETE;10609;04/11/11; 15:04:52;120
173694;7000;A_REGISTERED;COMPLETE;10609;04/11/11; 15:04:52;121
173694;7000;A_ACTIVATED;COMPLETE;10609;04/11/11; 15:04:52;122
173697;15000;A_SUBMITTED;COMPLETE;112;01/10/11; 07:11:08;125
173697;15000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 07:11:09;126
173697;15000;A_DECLINED;COMPLETE;112;01/10/11; 07:11:46;127
173700;5000;A_SUBMITTED;COMPLETE;112;01/10/11; 07:15:39;128
173700;5000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 07:15:40;129
173700;5000;A_DECLINED;COMPLETE;112;01/10/11; 07:16:21;130
173703;13500;A_SUBMITTED;COMPLETE;112;01/10/11; 08:45:25;131
173703;13500;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 08:45:25;132
173703;13500;A_PREACCEPTED;COMPLETE;112;01/10/11; 08:46:18;133
173703;13500;A_CANCELLED;COMPLETE;10912;01/10/11; 12:02:11;138
173706;18000;A_SUBMITTED;COMPLETE;112;01/10/11; 08:45:37;140
173706;18000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 08:45:37;141
173706;18000;A_PREACCEPTED;COMPLETE;10912;01/10/11; 09:16:48;144
173706;18000;A_DECLINED;COMPLETE;11111;01/10/11; 13:59:58;152
173709;11000;A_SUBMITTED;COMPLETE;112;01/10/11; 08:57:42;154
173709;11000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 08:57:43;155
173709;11000;A_PREACCEPTED;COMPLETE;112;01/10/11; 08:58:27;156
173709;11000;A_CANCELLED;COMPLETE;112;01/11/11; 08:15:08;165
173712;30000;A_SUBMITTED;COMPLETE;112;01/10/11; 08:58:30;166
173712;30000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 08:58:30;167
173712;30000;A_PREACCEPTED;COMPLETE;10912;01/10/11; 09:10:24;170
173712;30000;A_CANCELLED;COMPLETE;11180;03/10/11; 13:42:53;178
173715;45000;A_SUBMITTED;COMPLETE;112;01/10/11; 08:59:10;180
173715;45000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 08:59:10;181
173715;45000;A_PREACCEPTED;COMPLETE;112;01/10/11; 08:59:42;182
173715;45000;A_ACCEPTED;COMPLETE;10912;01/10/11; 11:24:32;187
173715;45000;A_FINALIZED;COMPLETE;10912;01/10/11; 11:30:20;189
173715;45000;A_DECLINED;COMPLETE;10138;13/10/11; 10:05:24;201
173718;15000;A_SUBMITTED;COMPLETE;112;01/10/11; 09:37:39;204
173718;15000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 09:37:39;205
173718;15000;A_PREACCEPTED;COMPLETE;112;01/10/11; 09:38:20;206
173718;15000;A_ACCEPTED;COMPLETE;10862;01/10/11; 09:42:21;209
173718;15000;A_FINALIZED;COMPLETE;10862;01/10/11; 09:44:40;210
173718;15000;A_APPROVED;COMPLETE;10972;27/10/11; 08:17:53;277
173718;15000;A_REGISTERED;COMPLETE;10972;27/10/11; 08:17:53;278
173718;15000;A_ACTIVATED;COMPLETE;10972;27/10/11; 08:17:53;279
173721;9000;A_SUBMITTED;COMPLETE;112;01/10/11; 10:07:34;281
173721;9000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 10:07:34;282
173721;9000;A_PREACCEPTED;COMPLETE;112;01/10/11; 10:08:17;283
173721;9000;A_ACCEPTED;COMPLETE;10939;01/10/11; 10:18:36;286
173721;9000;A_FINALIZED;COMPLETE;10939;01/10/11; 10:20:47;288
173721;9000;A_DECLINED;COMPLETE;11009;10/10/11; 15:28:25;314
173724;15000;A_SUBMITTED;COMPLETE;112;01/10/11; 10:52:14;316
173724;15000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 10:52:14;317
173724;15000;A_PREACCEPTED;COMPLETE;10939;01/10/11; 11:20:54;322
173724;15000;A_DECLINED;COMPLETE;11201;03/10/11; 14:48:17;334
173727;10000;A_SUBMITTED;COMPLETE;112;01/10/11; 11:08:46;336
173727;10000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 11:08:46;337
173727;10000;A_DECLINED;COMPLETE;112;01/10/11; 11:09:30;338
173730;15000;A_SUBMITTED;COMPLETE;112;01/10/11; 11:36:08;339
173730;15000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 11:36:09;340
173730;15000;A_PREACCEPTED;COMPLETE;112;01/10/11; 11:36:59;341
173730;15000;A_ACCEPTED;COMPLETE;11203;01/10/11; 14:36:06;350
173730;15000;A_FINALIZED;COMPLETE;11203;01/10/11; 14:40:08;352
173730;15000;A_ACTIVATED;COMPLETE;10972;21/10/11; 08:08:14;411
173730;15000;A_REGISTERED;COMPLETE;10972;21/10/11; 08:08:14;412
173730;15000;A_APPROVED;COMPLETE;10972;21/10/11; 08:08:14;413
173733;6000;A_SUBMITTED;COMPLETE;112;01/10/11; 11:39:34;415
173733;6000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 11:39:34;416
173733;6000;A_DECLINED;COMPLETE;10939;01/10/11; 13:54:53;419
173736;15000;A_SUBMITTED;COMPLETE;112;01/10/11; 12:01:58;421
173736;15000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 12:01:59;422
173736;15000;A_PREACCEPTED;COMPLETE;112;01/10/11; 12:02:44;423
173736;15000;A_ACCEPTED;COMPLETE;11203;01/10/11; 15:00:15;430
173736;15000;A_FINALIZED;COMPLETE;11203;01/10/11; 15:05:26;431
173736;15000;A_APPROVED;COMPLETE;10809;18/10/11; 11:01:28;472
173736;15000;A_REGISTERED;COMPLETE;10809;18/10/11; 11:01:28;473
173736;15000;A_ACTIVATED;COMPLETE;10809;18/10/11; 11:01:28;474
173739;10000;A_SUBMITTED;COMPLETE;112;01/10/11; 12:12:58;476
173739;10000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 12:12:58;477
173739;10000;A_PREACCEPTED;COMPLETE;112;01/10/11; 12:13:42;478
173739;10000;A_ACCEPTED;COMPLETE;11000;01/10/11; 14:54:11;485
173739;10000;A_FINALIZED;COMPLETE;11000;01/10/11; 14:56:39;487
173739;10000;A_REGISTERED;COMPLETE;10629;14/10/11; 15:22:47;520
173739;10000;A_APPROVED;COMPLETE;10629;14/10/11; 15:22:47;521
173739;10000;A_ACTIVATED;COMPLETE;10629;14/10/11; 15:22:47;522
173742;6000;A_SUBMITTED;COMPLETE;112;01/10/11; 12:44:12;524
173742;6000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 12:44:12;525
173742;6000;A_PREACCEPTED;COMPLETE;10939;01/10/11; 13:56:21;528
173742;6000;A_DECLINED;COMPLETE;11120;14/10/11; 14:52:04;562
173745;2000;A_SUBMITTED;COMPLETE;112;01/10/11; 13:08:16;564
173745;2000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 13:08:16;565
173745;2000;A_PREACCEPTED;COMPLETE;10939;01/10/11; 14:21:26;568
173745;2000;A_ACCEPTED;COMPLETE;11111;01/10/11; 14:55:33;572
173745;2000;A_FINALIZED;COMPLETE;11111;01/10/11; 14:58:41;574
173745;2000;A_CANCELLED;COMPLETE;11000;08/10/11; 11:45:57;581
173748;5000;A_SUBMITTED;COMPLETE;112;01/10/11; 13:09:16;583
173748;5000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 13:09:16;584
173748;5000;A_PREACCEPTED;COMPLETE;10939;01/10/11; 14:24:16;587
173748;5000;A_ACCEPTED;COMPLETE;11119;01/10/11; 15:33:21;599
173748;5000;A_FINALIZED;COMPLETE;11119;01/10/11; 15:36:44;600
173748;5000;A_DECLINED;COMPLETE;11001;03/10/11; 15:44:19;618
173751;10000;A_SUBMITTED;COMPLETE;112;01/10/11; 13:14:39;621
173751;10000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 13:14:39;622
173751;10000;A_PREACCEPTED;COMPLETE;112;01/10/11; 13:15:21;623
173751;10000;A_ACCEPTED;COMPLETE;11111;01/10/11; 15:43:08;628
173751;10000;A_FINALIZED;COMPLETE;11111;01/10/11; 15:49:59;629
173751;10000;A_REGISTERED;COMPLETE;10138;11/10/11; 09:39:30;641
173751;10000;A_ACTIVATED;COMPLETE;10138;11/10/11; 09:39:30;642
173751;10000;A_APPROVED;COMPLETE;10138;11/10/11; 09:39:30;643
173754;20000;A_SUBMITTED;COMPLETE;112;01/10/11; 13:50:09;645
173754;20000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 13:50:11;646
173754;20000;A_PREACCEPTED;COMPLETE;112;01/10/11; 13:50:51;647
173754;20000;A_DECLINED;COMPLETE;10809;14/10/11; 13:28:39;685
173757;25000;A_SUBMITTED;COMPLETE;112;01/10/11; 14:02:58;687
173757;25000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 14:02:58;688
173757;25000;A_DECLINED;COMPLETE;112;01/10/11; 14:03:36;689
173760;32000;A_SUBMITTED;COMPLETE;112;01/10/11; 14:15:17;690
173760;32000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 14:15:17;691
173760;32000;A_PREACCEPTED;COMPLETE;112;01/10/11; 14:15:57;692
173760;32000;A_ACCEPTED;COMPLETE;11019;01/10/11; 14:56:34;695
173760;32000;A_FINALIZED;COMPLETE;11019;01/10/11; 15:01:43;696
173760;32000;A_APPROVED;COMPLETE;10972;14/10/11; 14:41:03;711
173760;32000;A_ACTIVATED;COMPLETE;10972;14/10/11; 14:41:03;712
173760;32000;A_REGISTERED;COMPLETE;10972;14/10/11; 14:41:03;713
173763;4000;A_SUBMITTED;COMPLETE;112;01/10/11; 15:09:22;716
173763;4000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 15:09:23;717
173763;4000;A_DECLINED;COMPLETE;10939;01/10/11; 15:38:40;720
173766;2000;A_SUBMITTED;COMPLETE;112;01/10/11; 15:12:02;722
173766;2000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 15:12:02;723
173766;2000;A_PREACCEPTED;COMPLETE;112;01/10/11; 15:12:45;724
173766;2000;A_CANCELLED;COMPLETE;11180;06/10/11; 19:52:10;749
173769;10000;A_SUBMITTED;COMPLETE;112;01/10/11; 15:34:46;751
173769;10000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 15:34:46;752
173769;10000;A_DECLINED;COMPLETE;112;01/10/11; 15:35:23;753
173772;3000;A_SUBMITTED;COMPLETE;112;01/10/11; 15:39:55;754
173772;3000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 15:39:55;755
173772;3000;A_DECLINED;COMPLETE;112;01/10/11; 15:40:31;756
173775;10000;A_SUBMITTED;COMPLETE;112;01/10/11; 15:59:00;757
173775;10000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 15:59:00;758
173775;10000;A_PREACCEPTED;COMPLETE;112;01/10/11; 15:59:31;759
173775;10000;A_DECLINED;COMPLETE;10913;03/10/11; 09:38:00;764
173778;10000;A_SUBMITTED;COMPLETE;112;01/10/11; 16:49:31;766
173778;10000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 16:49:31;767
173778;10000;A_DECLINED;COMPLETE;10971;03/10/11; 08:04:53;770
173781;1500;A_SUBMITTED;COMPLETE;112;01/10/11; 17:10:34;772
173781;1500;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 17:10:34;773
173781;1500;A_PREACCEPTED;COMPLETE;112;01/10/11; 17:11:13;774
173781;1500;A_DECLINED;COMPLETE;11180;03/10/11; 08:24:47;777
173784;5000;A_SUBMITTED;COMPLETE;112;01/10/11; 18:05:56;779
173784;5000;A_PARTLYSUBMITTED;COMPLETE;112;01/10/11; 18:05:57;780
173784;5000;A_PREACCEPTED;COMPLETE;112;01/10/11; 18:06:42;781
173784;5000;A_ACCEPTED;COMPLETE;11122;04/10/11; 16:35:26;798
173784;5000;A_FINALIZED;COMPLETE;11122;04/10/11; 16:37:27;800
173784;5000;A_APPROVED;COMPLETE;10609;15/11/11; 11:50:28;882
