173688;20000;O_SELECTED;COMPLETE;10862;01/10/11; 10:45:09;7
173688;20000;O_CREATED;COMPLETE;10862;01/10/11; 10:45:11;9
173688;20000;O_SENT;COMPLETE;10862;01/10/11; 10:45:11;10
173688;20000;O_SENT_BACK;COMPLETE;11049;10/10/11; 10:33:03;18
173688;20000;O_ACCEPTED;COMPLETE;10629;13/10/11; 09:37:29;24
173691;5000;O_SELECTED;COMPLETE;10862;01/10/11; 13:35:46;36
173691;5000;O_CREATED;COMPLETE;10862;01/10/11; 13:35:47;37
173691;5000;O_SENT;COMPLETE;10862;01/10/11; 13:35:47;38
173691;5000;O_SELECTED;COMPLETE;11120;03/10/11; 15:56:17;44
173691;5000;O_CANCELLED;COMPLETE;11120;03/10/11; 15:56:17;45
173691;5000;O_CREATED;COMPLETE;11120;03/10/11; 15:56:19;46
173691;5000;O_SENT;COMPLETE;11120;03/10/11; 15:56:19;47
173691;5000;O_SENT_BACK;COMPLETE;11049;10/10/11; 09:14:43;53
173691;5000;O_ACCEPTED;COMPLETE;10809;10/10/11; 13:17:26;61
173694;7000;O_SELECTED;COMPLETE;11201;03/10/11; 12:40:14;79
173694;7000;O_CREATED;COMPLETE;11201;03/10/11; 12:40:15;80
173694;7000;O_SENT;COMPLETE;11201;03/10/11; 12:40:15;81
173694;7000;O_SELECTED;COMPLETE;11201;03/10/11; 12:44:17;85
173694;7000;O_CANCELLED;COMPLETE;11201;03/10/11; 12:44:17;86
173694;7000;O_CREATED;COMPLETE;11201;03/10/11; 12:44:19;87
173694;7000;O_SENT;COMPLETE;11201;03/10/11; 12:44:19;88
173694;7000;O_SELECTED;COMPLETE;10861;17/10/11; 18:43:53;98
173694;7000;O_CANCELLED;COMPLETE;10861;17/10/11; 18:43:53;99
173694;7000;O_CREATED;COMPLETE;10861;17/10/11; 18:43:55;100
173694;7000;O_SENT;COMPLETE;10861;17/10/11; 18:43:55;101
173694;7000;O_SENT_BACK;COMPLETE;11049;02/11/11; 08:15:16;115
173694;7000;O_ACCEPTED;COMPLETE;10609;04/11/11; 15:04:52;119
173715;45000;O_SELECTED;COMPLETE;10912;01/10/11; 11:30:20;188
173715;45000;O_CREATED;COMPLETE;10912;01/10/11; 11:30:21;190
173715;45000;O_SENT;COMPLETE;10912;01/10/11; 11:30:21;191
173715;45000;O_SENT_BACK;COMPLETE;10899;10/10/11; 11:54:03;197
173715;45000;O_DECLINED;COMPLETE;10138;13/10/11; 10:05:24;202
173718;15000;O_SELECTED;COMPLETE;10862;01/10/11; 09:44:40;211
173718;15000;O_CREATED;COMPLETE;10862;01/10/11; 09:44:42;212
173718;15000;O_SENT;COMPLETE;10862;01/10/11; 09:44:42;213
173718;15000;O_SELECTED;COMPLETE;10862;01/10/11; 09:46:52;219
173718;15000;O_CANCELLED;COMPLETE;10862;01/10/11; 09:46:52;220
173718;15000;O_CREATED;COMPLETE;10862;01/10/11; 09:46:54;221
173718;15000;O_SENT;COMPLETE;10862;01/10/11; 09:46:54;222
173718;15000;O_SENT_BACK;COMPLETE;11049;10/10/11; 09:55:04;232
173718;15000;O_ACCEPTED;COMPLETE;10972;27/10/11; 08:17:53;276
173721;9000;O_SELECTED;COMPLETE;10939;01/10/11; 10:20:47;287
173721;9000;O_CREATED;COMPLETE;10939;01/10/11; 10:20:49;289
173721;9000;O_SENT;COMPLETE;10939;01/10/11; 10:20:49;290
173721;9000;O_SENT_BACK;COMPLETE;11029;06/10/11; 08:49:46;300
173721;9000;O_DECLINED;COMPLETE;11009;10/10/11; 15:28:25;313
173730;15000;O_SELECTED;COMPLETE;11203;01/10/11; 14:40:08;351
173730;15000;O_CREATED;COMPLETE;11203;01/10/11; 14:40:09;353
173730;15000;O_SENT;COMPLETE;11203;01/10/11; 14:40:10;354
173730;15000;O_SENT_BACK;COMPLETE;11029;14/10/11; 09:21:08;372
173730;15000;O_ACCEPTED;COMPLETE;10972;21/10/11; 08:08:14;410
173736;15000;O_SELECTED;COMPLETE;11203;01/10/11; 15:05:26;432
